"","site","web","yearmon","tmin.t","tmax.t","prcp.t","ndvi.t"
"1","grandcanyon","e",Jan 1993,-5.88709677419355,4.90322580645161,203,0.0568227142
"2","grandcanyon","e",Feb 1993,-5.05357142857143,5,128,0.027082289
"3","grandcanyon","e",Mar 1993,-3.09677419354839,12.2258064516129,45,0.108509488
"4","grandcanyon","e",Apr 1993,-0.916666666666667,16.5333333333333,13,0.236217558
"5","grandcanyon","e",May 1993,2.88709677419355,21.5322580645161,9,0.262069374
"6","grandcanyon","e",Jun 1993,5.73333333333333,26.1166666666667,9,0.273443788
"7","grandcanyon","e",Jul 1993,8.95161290322581,28.8709677419355,0,0.2989703555625
"8","grandcanyon","e",Aug 1993,9.66129032258065,26.8225806451613,99,0.306366384
"9","grandcanyon","e",Sep 1993,4.11666666666667,24.9666666666667,6,0.326715529
"10","grandcanyon","e",Oct 1993,0.274193548387097,16.9193548387097,45,0.278845608
"11","grandcanyon","e",Nov 1993,-6.41666666666667,9.83333333333333,33,0.277171403
"12","grandcanyon","e",Dec 1993,-9.38709677419355,7.17741935483871,28,0.034182888
"13","grandcanyon","e",Jan 1994,-8.01612903225806,8.43548387096774,18,0.257426053
"14","grandcanyon","e",Feb 1994,-9.08928571428571,6.25,76,0.153700981833333
"15","grandcanyon","e",Mar 1994,-2.7741935483871,13.0806451612903,38,0.260722239071429
"16","grandcanyon","e",Apr 1994,-1.13333333333333,15.5166666666667,62,0.303254813
"17","grandcanyon","e",May 1994,2.5,20.4838709677419,5,0.287764788
"18","grandcanyon","e",Jun 1994,8.38333333333333,29.5166666666667,2,0.284203261
"19","grandcanyon","e",Jul 1994,10.3709677419355,30.6129032258065,31,0.250883847
"20","grandcanyon","e",Aug 1994,11.0967741935484,29.5322580645161,40,0.306720287
"21","grandcanyon","e",Sep 1994,7.1,25.0166666666667,34,0.356457621
"22","grandcanyon","e",Oct 1994,-0.806451612903226,16.5967741935484,48,0.302140623
"23","grandcanyon","e",Nov 1994,-6.75,8.2,31,0.065046765
"24","grandcanyon","e",Dec 1994,-5.69354838709677,6.62903225806452,44,0.2010833227
"25","grandcanyon","e",Jan 1995,-6.61290322580645,4.74193548387097,131,0.169316853333333
"26","grandcanyon","e",Feb 1995,-3.32142857142857,11.8392857142857,93,0.21625940375
"27","grandcanyon","e",Mar 1995,-2.83870967741935,11.1774193548387,131,0.306956679
"28","grandcanyon","e",Apr 1995,-1.88333333333333,13.65,64,0.249005154
"29","grandcanyon","e",May 1995,1.46774193548387,17.3387096774194,15,0.287955251545455
"30","grandcanyon","e",Jun 1995,4.76666666666667,24.5,9,0.315773487
"31","grandcanyon","e",Jul 1995,9.38709677419355,29.5161290322581,68,0.306857586
"32","grandcanyon","e",Aug 1995,11.5161290322581,29.5645161290323,51,0.297762334
"33","grandcanyon","e",Sep 1995,7.18333333333333,25.3666666666667,62,0.338460833
"34","grandcanyon","e",Oct 1995,0.193548387096774,20.1612903225806,0,0.30003196
"35","grandcanyon","e",Nov 1995,-2.26666666666667,15.5833333333333,18,0.279858857
"36","grandcanyon","e",Dec 1995,-6.70967741935484,8.58064516129032,9,0.2619012
"37","grandcanyon","e",Jan 1996,-8.08064516129032,8.46774193548387,22,0.294110119
"38","grandcanyon","e",Feb 1996,-4.01724137931035,10.4310344827586,65,0.215354174
"39","grandcanyon","e",Mar 1996,-4.25806451612903,13.1612903225806,31,0.260956168
"40","grandcanyon","e",Apr 1996,-1.33333333333333,17.7333333333333,3,0.241886586
"41","grandcanyon","e",May 1996,4.11290322580645,24.3064516129032,2,0.241163224
"42","grandcanyon","e",Jun 1996,7.8,29.8166666666667,0,0.245765537
"43","grandcanyon","e",Jul 1996,12.4193548387097,30.4032258064516,51,0.241611123
"44","grandcanyon","e",Aug 1996,10.758064516129,29.4838709677419,14,0.236028641
"45","grandcanyon","e",Sep 1996,6.01666666666667,23.2666666666667,45,0.294524401
"46","grandcanyon","e",Oct 1996,0.129032258064516,17.0483870967742,36,0.243181795
"47","grandcanyon","e",Nov 1996,-2.95,11.4166666666667,58,0.261614293
"48","grandcanyon","e",Dec 1996,-5.46666666666667,7.55,43,0.263394735714286
"49","grandcanyon","e",Jan 1997,-7.06451612903226,5.19354838709677,123,-0.008713004
"50","grandcanyon","e",Feb 1997,-7.55357142857143,7.58928571428571,54,0.117005952
"51","grandcanyon","e",Mar 1997,-4.90322580645161,15.4193548387097,0,0.121323436
"52","grandcanyon","e",Apr 1997,-2.23333333333333,13.8666666666667,58,0.238034055
"53","grandcanyon","e",May 1997,3.2741935483871,23.7741935483871,8,0.277251303
"54","grandcanyon","e",Jun 1997,5.96666666666667,25.9666666666667,28,0.314128935
"55","grandcanyon","e",Jul 1997,9.17741935483871,29.1935483870968,31,0.277649283
"56","grandcanyon","e",Aug 1997,10.9193548387097,27.1129032258065,88,0.3340339989
"57","grandcanyon","e",Sep 1997,9.3,23.55,187,0.342887372
"58","grandcanyon","e",Oct 1997,0.17741935483871,16.8064516129032,33,0.337236345
"59","grandcanyon","e",Nov 1997,-3.98333333333333,11.75,29,0.321279436
"60","grandcanyon","e",Dec 1997,-8.62903225806452,5.38709677419355,45,0.170347316625
"61","grandcanyon","e",Jan 1998,-6.04838709677419,7.46774193548387,38,0.033318851
"62","grandcanyon","e",Feb 1998,-7.57142857142857,4.5,140,0.171059892
"63","grandcanyon","e",Mar 1998,-5.17741935483871,10.4838709677419,95,0.20976682
"64","grandcanyon","e",Apr 1998,-2.68333333333333,12.6,26,0.303236514
"65","grandcanyon","e",May 1998,1.2741935483871,19.0806451612903,45,0.338889986
"66","grandcanyon","e",Jun 1998,4.7,24.9666666666667,0,0.308147073
"67","grandcanyon","e",Jul 1998,11.3225806451613,30.0806451612903,46,0.329616904
"68","grandcanyon","e",Aug 1998,11.5322580645161,29.0322580645161,25,0.345403761
"69","grandcanyon","e",Sep 1998,7.88333333333333,23.3666666666667,60,0.454885006
"70","grandcanyon","e",Oct 1998,0.612903225806452,16.6129032258065,77,0.314318895
"71","grandcanyon","e",Nov 1998,-3.68333333333333,11.95,30,0.301819354
"72","grandcanyon","e",Dec 1998,-7.09677419354839,7.80645161290323,9,0.272458196
"73","grandcanyon","e",Jan 1999,-7.09677419354839,9.85483870967742,12,0.2332993
"74","grandcanyon","e",Feb 1999,-5.85714285714286,10.8214285714286,15,0.236072704
"75","grandcanyon","e",Mar 1999,-4.12903225806452,15.0322580645161,8,0.242329672
"76","grandcanyon","e",Apr 1999,-3.01666666666667,12.3,60,0.2554598064
"77","grandcanyon","e",May 1999,1.82258064516129,20.758064516129,22,0.259227633
"78","grandcanyon","e",Jun 1999,5.96666666666667,26.3833333333333,21,0.262087345
"79","grandcanyon","e",Jul 1999,11.5645161290323,26.9032258064516,121,0.294387221
"80","grandcanyon","e",Aug 1999,10.3548387096774,26.1290322580645,95,0.452042878
"81","grandcanyon","e",Sep 1999,6.13333333333333,23.05,53,0.434744716
"82","grandcanyon","e",Oct 1999,-0.225806451612903,21.3225806451613,0,0.334259599
"83","grandcanyon","e",Nov 1999,-3.48333333333333,16.2666666666667,0,0.285731494
"84","grandcanyon","e",Dec 1999,-8.43548387096774,7.59677419354839,3,0.283677429
"85","grandcanyon","e",Jan 2000,-6.59677419354839,8.58064516129032,35,0.1886985
"86","grandcanyon","e",Feb 2000,-4,9.58620689655172,41,0.223957345
"87","grandcanyon","e",Mar 2000,-3.95161290322581,11.0322580645161,63,0.205268666
"88","grandcanyon","e",Apr 2000,-0.25,19.65,8,0.210543931
"89","grandcanyon","e",May 2000,4.12903225806452,25.0967741935484,0,0.22240597
"90","grandcanyon","e",Jun 2000,8.08333333333333,28.5333333333333,6,0.25706622
"91","grandcanyon","e",Jul 2000,10.1935483870968,30.5161290322581,5,0.260034411
"92","grandcanyon","e",Aug 2000,11,27.8870967741935,50,0.264064133
"93","grandcanyon","e",Sep 2000,7.36666666666667,25.7833333333333,5,0.268573344
"94","grandcanyon","e",Oct 2000,1.2741935483871,16.258064516129,96,0.237476543
"95","grandcanyon","e",Nov 2000,-7.01666666666667,7.43333333333333,12,0.038565457
"96","grandcanyon","e",Dec 2000,-6,9.45,9,0.204643086
"97","grandcanyon","e",Jan 2001,-8.61290322580645,5.48387096774194,47,0.079853468
"98","grandcanyon","e",Feb 2001,-6.73214285714286,7.375,30,-0.167335078
"99","grandcanyon","e",Mar 2001,-3.56451612903226,12.4838709677419,59,0.001899332
"100","grandcanyon","e",Apr 2001,-0.65,15.2333333333333,29,0.258050442
"101","grandcanyon","e",May 2001,4.12903225806452,24.6129032258065,5,0.287647247
"102","grandcanyon","e",Jun 2001,6.95,29.0333333333333,4,0.299268186
"103","grandcanyon","e",Jul 2001,10.8064516129032,28.5483870967742,50,0.342133969
"104","grandcanyon","e",Aug 2001,10.6612903225806,28.0161290322581,96,0.383069336
"105","grandcanyon","e",Sep 2001,6.63333333333333,27.1833333333333,7,0.360807091
"106","grandcanyon","e",Oct 2001,1.64516129032258,20.6774193548387,8,0.304678887
"107","grandcanyon","e",Nov 2001,-3.41666666666667,12.0166666666667,22,0.28702125
"108","grandcanyon","e",Dec 2001,-9.46774193548387,5.85483870967742,33,0.07708171
"109","grandcanyon","e",Jan 2002,-8.37096774193548,7.06451612903226,1,0.125989422
"110","grandcanyon","e",Feb 2002,-7.16071428571429,10.5714285714286,1,0.197617069
"111","grandcanyon","e",Mar 2002,-6.20967741935484,11.6612903225806,23,0.09911485
"112","grandcanyon","e",Apr 2002,-0.2,19.2833333333333,0,0.199462771
"113","grandcanyon","e",May 2002,1.59677419354839,23.1129032258065,0,0.211876631
"114","grandcanyon","e",Jun 2002,7.1,30.3666666666667,0,0.209128857
"115","grandcanyon","e",Jul 2002,12.3870967741935,31.3709677419355,46,0.240365222
"116","grandcanyon","e",Aug 2002,10.1290322580645,29.8225806451613,11,0.281810343
"117","grandcanyon","e",Sep 2002,7.01666666666667,23.7666666666667,60,0.292494535
"118","grandcanyon","e",Oct 2002,0.596774193548387,16.8064516129032,22,0.296378523
"119","grandcanyon","e",Nov 2002,-3.45,11.6166666666667,26,0.296464443
"120","grandcanyon","e",Dec 2002,-8.59677419354839,5.59677419354839,34,0.263196498
"121","grandcanyon","e",Jan 2003,-4.53225806451613,11.3064516129032,14,0.193985492
"122","grandcanyon","e",Feb 2003,-5.73214285714286,7.33928571428571,60,0.21907565
"123","grandcanyon","e",Mar 2003,-4.75806451612903,11.5,64,0.087708659
"124","grandcanyon","e",Apr 2003,-2.75,13.9,23,0.208620369
"125","grandcanyon","e",May 2003,3.14516129032258,22.741935483871,6,0.309938163
"126","grandcanyon","e",Jun 2003,6.28333333333333,28.65,0,0.291582227
"127","grandcanyon","e",Jul 2003,12.2741935483871,32.0967741935484,25,0.278537631
"128","grandcanyon","e",Aug 2003,11.6612903225806,28.3225806451613,79,0.277913511
"129","grandcanyon","e",Sep 2003,7.31666666666667,26.4166666666667,23,0.312603742
"130","grandcanyon","e",Oct 2003,3.2741935483871,22.0806451612903,18,0.269416541
"131","grandcanyon","e",Nov 2003,-3.85,9.43333333333333,52,0.215804815
"132","grandcanyon","e",Dec 2003,-6.54838709677419,7.37096774193548,19,0.095383108
"133","grandcanyon","e",Jan 2004,-7.16129032258065,6.03225806451613,27,0.204006255
"134","grandcanyon","e",Feb 2004,-8.55172413793103,5.05172413793103,51,-0.175288156
"135","grandcanyon","e",Mar 2004,-1.11290322580645,16.9032258064516,9,0.194615558
"136","grandcanyon","e",Apr 2004,-0.5,15.4833333333333,47,0.23180604
"137","grandcanyon","e",May 2004,2.67741935483871,23.3064516129032,0,0.235201091
"138","grandcanyon","e",Jun 2004,6.61666666666667,28.5666666666667,4,0.244801089
"139","grandcanyon","e",Jul 2004,9.62903225806452,30.0483870967742,61,0.251563847
"140","grandcanyon","e",Aug 2004,9.64516129032258,27.5161290322581,59,0.294194937
"141","grandcanyon","e",Sep 2004,5.68333333333333,23.9166666666667,78,0.307743669
"142","grandcanyon","e",Oct 2004,1.35483870967742,15.1290322580645,114,0.206376225
"143","grandcanyon","e",Nov 2004,-3.9,8.81666666666667,71,0.005371624
"144","grandcanyon","e",Dec 2004,-5.73333333333333,7.48333333333333,40,0.127842709
"145","grandcanyon","e",Jan 2005,-3.69354838709677,6.7741935483871,161,0.237248361
"146","grandcanyon","e",Feb 2005,-2.82142857142857,6.82142857142857,104,0.164897814
"147","grandcanyon","e",Mar 2005,-3.33870967741935,10.2741935483871,52,0.250288844
"148","grandcanyon","e",Apr 2005,-1.58333333333333,15.3666666666667,46,0.260300368
"149","grandcanyon","e",May 2005,2.90322580645161,22.2903225806452,12,0.29634425
"150","grandcanyon","e",Jun 2005,5.93333333333333,25.9,22,0.348141879
"151","grandcanyon","e",Jul 2005,10.8064516129032,31.7741935483871,28,0.338978499
"152","grandcanyon","e",Aug 2005,10.4354838709677,26.5,66,0.395979524
"153","grandcanyon","e",Sep 2005,5.91666666666667,25.05,5,0.344747394
"154","grandcanyon","e",Oct 2005,2,18.4516129032258,24,0.302560449
"155","grandcanyon","e",Nov 2005,-2.9,13.5,0,0.307486713
"156","grandcanyon","e",Dec 2005,-7.79032258064516,9.09677419354839,1,0.25589326
"157","grandcanyon","e",Jan 2006,-7.70967741935484,8.17741935483871,7,0.168854535
"158","grandcanyon","e",Feb 2006,-7.41071428571429,10.7678571428571,5,0.236136198
"159","grandcanyon","e",Mar 2006,-4.82258064516129,8.74193548387097,76,0.284561515
"160","grandcanyon","e",Apr 2006,-0.35,17.4833333333333,33,0.221378446
"161","grandcanyon","e",May 2006,3.58064516129032,24.5161290322581,0,0.233371675
"162","grandcanyon","e",Jun 2006,8.13333333333333,30.1,11,0.278342307
"163","grandcanyon","e",Jul 2006,12.5,29.7903225806452,59,0.239569709
"164","grandcanyon","e",Aug 2006,9.90322580645161,27.1129032258065,102,0.328604341
"165","grandcanyon","e",Sep 2006,4.78333333333333,22.75,38,0.312207937
"166","grandcanyon","e",Oct 2006,0.758064516129032,16.5645161290323,55,0.28226608
"167","grandcanyon","e",Nov 2006,-4.03333333333333,13.3833333333333,0,0.265579492
